concept,concept_type,name,description,tags,unit,domain
emp_fte_air,measure,Sysselsatta: Lufttransport,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp,Heltidsekvivalenter,
emp_fte_land,measure,Sysselsatta: Landtransport och transport via rörledningar,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp,Heltidsekvivalenter,
emp_fte_water,measure,Sysselsatta: Vattentransport,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp,Heltidsekvivalenter,
ent_nr_food,measure,Antal företag: Hotell- och restaurangverksamhet,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_admin,measure,Antal företag: Förvaltnings- och stödtjänster,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_arts,measure,Antal företag: Konst och underhållning,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_const,measure,Antal företag: Byggnation,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_edu,measure,Antal företag: Utbildning,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_elec,measure,Antal företag: El- gas- ång- och luftkonditionering,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_finance,measure,Antal företag: Finans- och försäkringsverksamhet,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_health,measure,Antal företag: Hälso- och sjukvård samt socialt arbete,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_info,measure,Antal företag: Information och kommunikation,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_manu,measure,Antal företag: Tillverkningsindustrin,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_mine,measure,Antal företag: Gruv- och stenbrottsverksamhet,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_prof,measure,Antal företag: Yrkesmässig: vetenskaplig och teknisk verksamhet,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_real,measure,Antal företag: Fastighetsverksamhet,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_transp,measure,Antal företag: Transport och magasinering,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_water,measure,Antal företag: Vattenförsörjning: avlopp: avfallshantering och sanering,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
ent_nr_retail,measure,Antal företag: Detaljhandel: reparation av motorfordon och motorcyklar,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,ekonomi,Antal,
env_sub_corp,measure,Miljömotiverade subventioner (Företag),Miljömotiverade subventioner sammanställs enligt FN:s statistiska standard SEEA Central Framework. I statistiken redovisas subventioner och andra former av statliga stödåtgärder (t.ex. skatterabatter: skattebefrielser: skattelättnader: skatteuppskov) som bidrar till att skydda miljön.,styrm,Miljoner Euro,
env_sub_total,measure,Miljömotiverade subventioner (Hela ekonomin),Miljömotiverade subventioner sammanställs enligt FN:s statistiska standard SEEA Central Framework. I statistiken redovisas subventioner och andra former av statliga stödåtgärder (t.ex. skatterabatter: skattebefrielser: skattelättnader: skatteuppskov) som bidrar till att skydda miljön.,styrm,Miljoner Euro,
env_rnd,measure,FOU per BNP,Statliga budgetar inom Forskning och Utveckling Uppgifterna avser till statliga anslag eller utgifter för forskning och utveckling (GBAORD). BNP: bruttonationalprodukten: är ett av de viktigaste samhällsekonomiska måtten. BNP beskriver storleken på ett lands ekonomi genom att mäta värdet av varor och tjänster.,invest,Andel,
env_tax_gdp,measure,Miljöskatt per BNP,Miljöskatter sammanställs enligt FN:s statistiska standard SEEA Central Framework och BNP i enlighet med Nationalräkenskaperna. En miljöskatt är en skatt vars skattebas är en fysisk enhet (eller ett närmevärde för den) av något som har en bevisad: specifik: negativ inverkan på miljön. BNP: bruttonationalprodukten: är ett av de viktigaste samhällsekonomiska måtten. BNP beskriver storleken på ett lands ekonomi genom att mäta värdet av varor och tjänster.,styrm,Procent,
env_tax_total,measure,Miljöskatt per totala skatteintäkter,Miljöskatter sammanställs enligt FN:s statistiska standard SEEA Central Framework. Skatter är obligatoriska: ensidiga betalningar: kontant eller in natura: som görs av institutionella enheter till offentliga enheter. En miljöskatt är en skatt vars skattebas är en fysisk enhet (eller ett närmevärde för den) av något som har en bevisad: specifik: negativ inverkan på miljön.,styrm,Procent,
fte_total,measure,Sysselsatta,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Heltidsekvivalenter,
ggas_cap_air,measure,Växthusgaser per capita: Lufttransport,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,utslapp,Kilogram per capita,
ggas_cap_land,measure,Växthusgaser per capita: Landtransport och transport via rörledningar,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,utslapp,Kilogram per capita,
ggas_cap_water,measure,Växthusgaser per capita: Vattentransport,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,utslapp,Kilogram per capita,
out_gdp_total,measure,Produktionsvärde per BNP,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Procent,
out_mil_agri,measure,Produktionsvärde: Jordbruk: skogsbruk och fiske,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
out_mil_const,measure,Produktionsvärde: Byggnation,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
out_mil_elec,measure,Produktionsvärde: El- gas- ång- och luftkonditionering: Vattenförsörjning: avlopp: avfallshantering och sanering,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
out_mil_mine,measure,Produktionsvärde: Gruv- och stenbrottsverksamhet: Tillverkningsindustrin,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
out_mil_serv,measure,Produktionsvärde: Tjänster,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
out_mil_total,measure,Produktionsvärde: Totalt,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
total_fte_agri,measure,Sysselsatta: Jordbruk: skogsbruk och fiske,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Heltidsekvivalenter,
total_fte_const,measure,Sysselsatta: Byggnation,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Heltidsekvivalenter,
total_fte_elec,measure,Sysselsatta El- gas- ång- och luftkonditionering: Vattenförsörjning: avlopp: avfallshantering och sanering,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Heltidsekvivalenter,
total_fte_mine,measure,Sysselsatta: Gruv- och stenbrottsverksamhet: Tillverkningsindustrin,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Heltidsekvivalenter,
total_fte_serv,measure,Sysselsatta: Tjänster,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Heltidsekvivalenter,
total_fte_total,measure,Sysselsatta: Totalt,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Heltidsekvivalenter,
total_ffuel_tax,measure,Fossilsubventioner per totala skatter,Fossilsubventioner är statliga skatteutgifter eller transfereringar som premierar produktion och konsumtion av fossila bränslen. Skatter är obligatoriska: ensidiga betalningar: kontant eller in natura: som görs av institutionella enheter till offentliga enheter.,styrm,Procent,
val_gdp_total,measure,Förädlingsvärde per BNP,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Procent,
val_chain_total,measure,Förädlingsvärde,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Fasta priser),
val_mil_agri,measure,Förädlingsvärde: Jordbruk: skogsbruk och fiske,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
val_mil_const,measure,Förädlingsvärde: Byggnation,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
val_mil_elec,measure,Förädlingsvärde: El- gas- ång- och luftkonditionering: Vattenförsörjning: avlopp: avfallshantering och sanering,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
val_mil_mine,measure,Förädlingsvärde: Gruv- och stenbrottsverksamhet: Tillverkningsindustrin,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
val_mil_serv,measure,Förädlingsvärde: Tjänster,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
val_mil_total,measure,Förädlingsvärde: Totalt,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,Miljoner Euro (Löpande priser),
imp_total,measure,Varuimport,Metoden är som används för att producera Sveriges officiella statistik om växthusgasutsläpp med konsumtionsperspektiv. I input-output termer kallas det för en ”kopplad modell”. Detta därför att man använda separata tekniska matriser för svensk produktion och den utländska produktionen som sedan importeras till Sverige. Modellen har 93 produktgrupper: som sedan aggregerades till 49 produktgrupper plus hushåll för de slutliga resultaten. Alla beräkningar är gjorda för Sveriges totala slutliga efterfrågan: inklusive exporter.,handel,Tusen kronor,
exp_total,measure,Varuexport,Metoden är som används för att producera Sveriges officiella statistik om växthusgasutsläpp med konsumtionsperspektiv. I input-output termer kallas det för en ”kopplad modell”. Detta därför att man använda separata tekniska matriser för svensk produktion och den utländska produktionen som sedan importeras till Sverige. Modellen har 93 produktgrupper: som sedan aggregerades till 49 produktgrupper plus hushåll för de slutliga resultaten. Alla beräkningar är gjorda för Sveriges totala slutliga efterfrågan: inklusive exporter.,handel,Tusen kronor,
country,entity_set,Country,,_none,,geog
geog,entity_domain,Geographic location,,_none,,
year,time,Year,,_root,,
name,string,Name,,_none,,
description,string,Description,,_none,,
domain,string,Domain,,_none,,
tags,string,Tags,,_none,,
tag,entity_domain,Tag,,_none,,
parent,string,Parent,,_none,,
unit,string,Enhet,,_none,,
